Efficiency,System Size,Number Of Panels,Panel Power,Number Of Inverters,Inverter Power,date,totalSnow_cm,mintempC,avgtempC,uvIndex,WindChillC,cloudcover,winddirDegree,WindGustKmph,HeatIndexC,precipMM,FeelsLikeC,visibility,humidity,pressure,DewPointC,windspeedKmph,maxtempC
2.081,5000,20,250,20,300,325,0.000,9,16,5,14,0,30,7,14,0.000,14,10,45,1021,2,4,23
2.057,5000,20,250,20,300,324,0.000,10,15,4,13,9,311,9,13,0.000,13,10,65,1022,6,6,20
0.988,5000,20,250,20,300,323,0.000,14,15,3,15,76,254,7,14,0.000,15,10,66,1020,8,5,17
1.396,5000,20,250,20,300,322,0.000,12,16,4,15,32,223,5,15,0.000,15,10,62,1018,7,4,20
2.176,5000,20,250,20,300,321,0.000,12,17,5,15,22,226,4,16,0.000,15,10,60,1016,7,2,21
1.828,5000,20,250,20,300,320,0.000,13,18,5,17,18,298,7,17,0.000,17,10,70,1018,11,6,21
1.173,5000,20,250,20,300,319,0.000,14,19,4,17,81,189,5,18,0.000,17,10,52,1018,7,3,23
2.412,5000,20,250,20,300,318,0.000,14,20,4,18,23,108,5,18,0.000,18,10,52,1019,8,3,25
2.169,5000,20,250,20,300,317,0.000,13,19,5,17,3,191,6,17,0.000,17,10,60,1020,9,4,24
2.659,5000,20,250,20,300,316,0.000,12,19,5,17,0,152,6,17,0.000,17,10,65,1022,10,4,26
2.221,5000,20,250,20,300,315,0.000,12,18,5,16,0,255,8,17,0.000,16,10,70,1023,10,5,24
3.119,5000,20,250,20,300,314,0.000,11,15,4,14,53,197,5,14,0.000,14,10,80,1025,11,3,19
1.020,5000,20,250,20,300,313,0.000,11,14,3,13,79,163,14,13,3.100,13,10,85,1021,11,11,16
1.884,5000,20,250,20,300,312,0.000,8,11,3,10,42,159,8,11,0.200,10,10,65,1018,4,6,15
3.949,5000,20,250,20,300,311,0.000,9,13,3,11,31,318,13,12,0.000,11,10,64,1022,5,10,15
0.984,5000,20,250,20,300,310,0.000,11,13,3,12,60,280,10,13,0.000,12,10,69,1020,7,8,15
0.402,5000,20,250,20,300,309,0.000,11,15,3,14,52,321,7,14,0.000,14,10,63,1019,6,4,19
1.685,5000,20,250,20,300,308,0.000,14,18,4,17,38,266,10,17,0.000,17,10,74,1019,12,7,22
2.346,5000,20,250,20,300,307,0.000,13,19,5,17,10,196,4,18,0.000,17,10,68,1020,11,3,24
1.597,5000,20,250,20,300,306,0.000,15,17,4,16,66,238,4,16,0.000,16,10,83,1020,13,3,19
0.456,5000,20,250,20,300,305,0.000,14,15,3,15,95,174,9,15,0.600,15,9,82,1018,12,7,15
1.613,5000,20,250,20,300,304,0.000,12,16,5,15,30,218,7,15,0.000,15,10,66,1015,8,5,19
1.351,5000,20,250,20,300,303,0.000,14,17,4,16,60,307,8,16,0.000,16,10,74,1014,11,6,19
2.815,5000,20,250,20,300,302,0.000,14,19,5,18,9,300,7,18,0.000,18,10,74,1015,13,5,23
3.731,5000,20,250,20,300,301,0.000,14,21,6,19,0,139,6,19,0.000,19,10,71,1020,13,4,27
1.225,5000,20,250,20,300,300,0.000,12,17,5,16,12,299,8,16,0.000,16,10,71,1024,10,6,22
1.257,5000,20,250,20,300,299,0.000,10,15,3,14,42,230,6,14,0.000,14,10,72,1021,8,4,18
2.672,5000,20,250,20,300,298,0.000,12,14,3,14,55,232,12,14,9.600,14,9,77,1009,10,10,17
1.788,5000,20,250,20,300,297,0.000,13,15,3,14,100,182,22,14,14.700,14,8,90,1004,13,17,16
2.152,5000,20,250,20,300,296,0.000,11,15,3,14,51,217,8,14,0.000,14,10,73,1013,9,6,18
1.338,5000,20,250,20,300,295,0.000,13,15,4,15,64,248,12,15,1.500,15,9,82,1016,12,9,17
1.019,5000,20,250,20,300,294,0.000,15,20,4,18,67,200,8,19,0.000,18,10,78,1018,14,5,23
0.858,5000,20,250,20,300,293,0.000,12,17,4,16,68,171,13,16,0.000,16,10,61,1018,8,10,20
2.501,5000,20,250,20,300,292,0.000,9,16,5,14,18,188,7,14,0.000,14,10,54,1016,4,5,21
1.805,5000,20,250,20,300,291,0.000,9,15,3,13,11,267,9,13,0.000,13,10,61,1017,5,7,18
3.432,5000,20,250,20,300,290,0.000,13,19,4,17,33,218,11,17,0.000,17,10,39,1013,2,8,23
2.350,5000,20,250,20,300,289,0.000,14,23,6,20,14,210,6,20,0.000,20,10,23,1016,-2,4,32
2.381,5000,20,250,20,300,288,0.000,12,22,6,19,0,219,6,18,0.000,19,10,29,1018,-1,4,30
2.656,5000,20,250,20,300,287,0.000,10,18,5,16,2,231,6,16,0.000,16,10,49,1017,3,5,26
1.869,5000,20,250,20,300,286,0.000,10,15,4,13,34,252,7,13,0.000,13,10,73,1016,9,5,19
3.129,5000,20,250,20,300,285,0.000,10,17,5,15,0,326,17,15,0.000,15,10,29,1017,-4,12,24
3.306,5000,20,250,20,300,284,0.000,11,17,5,15,2,305,21,15,0.000,15,10,48,1015,3,15,24
3.974,5000,20,250,20,300,283,0.000,11,20,6,17,0,277,7,17,0.000,17,10,53,1019,7,5,26
3.096,5000,20,250,20,300,282,0.000,10,17,5,15,13,290,8,16,0.000,15,10,60,1021,7,6,23
2.925,5000,20,250,20,300,281,0.000,12,15,4,14,41,269,13,14,0.000,14,10,64,1019,7,10,18
3.994,5000,20,250,20,300,280,0.000,13,17,4,15,60,272,9,15,0.000,15,10,58,1014,7,7,20
2.083,5000,20,250,20,300,279,0.000,15,20,5,18,36,298,8,19,0.000,18,10,58,1014,9,6,23
1.286,5000,20,250,20,300,278,0.000,15,23,6,21,8,248,8,21,0.000,21,10,39,1013,6,5,29
1.416,5000,20,250,20,300,277,0.000,16,25,5,22,31,262,6,22,0.000,22,10,27,1014,2,4,31
2.122,5000,20,250,20,300,276,0.000,17,27,7,24,0,211,6,23,0.000,23,10,25,1014,1,4,35
1.438,5000,20,250,20,300,275,0.000,14,25,6,22,8,261,6,21,0.000,21,10,34,1014,4,4,33
1.587,5000,20,250,20,300,274,0.000,15,25,6,22,6,267,7,21,0.000,21,10,28,1013,2,4,33
2.627,5000,20,250,20,300,273,0.000,13,24,6,21,0,235,5,20,0.000,20,10,29,1015,1,4,32
3.420,5000,20,250,20,300,272,0.000,10,20,5,17,2,308,8,17,0.000,17,10,46,1015,4,6,26
1.465,5000,20,250,20,300,271,0.000,12,18,5,16,5,306,14,16,0.000,16,10,62,1017,8,10,22
1.127,5000,20,250,20,300,270,0.000,13,21,6,19,16,318,10,19,0.000,19,10,67,1016,12,7,26
1.632,5000,20,250,20,300,269,0.000,14,24,6,21,2,274,8,21,0.000,21,10,55,1015,11,6,30
0.683,5000,20,250,20,300,268,0.000,15,26,7,22,0,276,6,22,0.000,22,10,38,1014,7,4,33
1.831,5000,20,250,20,300,267,0.000,16,27,7,23,0,273,6,23,0.000,23,10,34,1012,6,4,34
