Efficiency,System Size,Number Of Panels,Panel Power,Number Of Inverters,Inverter Power,date,totalSnow_cm,mintempC,avgtempC,uvIndex,WindChillC,cloudcover,winddirDegree,WindGustKmph,HeatIndexC,precipMM,FeelsLikeC,visibility,humidity,pressure,DewPointC,windspeedKmph,maxtempC
1.540,8580,26,330,1,50,159,0.000,12,15,4,14,77,237,33,15,0.100,14,10,63,1013,8,21,18
3.303,8580,26,330,1,50,158,0.000,11,15,5,13,6,245,22,14,0.000,13,10,64,1021,7,14,18
3.639,8580,26,330,1,50,157,0.000,10,14,4,13,10,211,16,14,0.000,13,10,61,1023,6,10,17
3.754,8580,26,330,1,50,156,0.000,11,14,3,12,24,178,21,14,1.900,12,10,55,1022,5,16,17
2.521,8580,26,330,1,50,155,0.000,13,15,4,13,62,254,31,15,4.600,13,10,75,1010,10,21,17
0.413,8580,26,330,1,50,154,0.000,7,13,3,13,68,263,12,14,12.400,13,8,69,1015,8,8,15
3.675,8580,26,330,1,50,153,0.000,12,16,5,15,19,228,13,15,0.000,15,10,53,1019,6,9,19
3.011,8580,26,330,1,50,152,0.000,10,15,3,13,26,275,14,14,0.000,13,10,56,1022,5,10,18
5.002,8580,26,330,1,50,243,0.000,12,18,5,16,2,271,21,17,0.000,16,10,52,1023,7,13,23
5.059,8580,26,330,1,50,242,0.000,9,15,5,13,0,169,22,14,0.000,13,10,59,1028,6,14,19
5.089,8580,26,330,1,50,241,0.000,11,14,4,12,12,222,27,14,0.000,12,10,55,1024,5,18,15
5.093,8580,26,330,1,50,240,0.000,9,15,4,13,11,279,20,14,0.000,13,10,56,1024,5,14,19
5.004,8580,26,330,1,50,239,0.000,8,13,4,11,2,175,15,12,0.000,11,10,58,1028,4,11,17
4.826,8580,26,330,1,50,238,0.000,8,12,4,9,19,213,20,11,0.000,9,10,62,1026,4,15,14
5.025,8580,26,330,1,50,237,0.000,8,12,4,9,4,221,27,11,0.000,9,10,54,1019,2,19,14
4.950,8580,26,330,1,50,236,0.000,9,12,4,8,13,258,48,11,0.000,8,10,56,1008,3,35,14
4.274,8580,26,330,1,50,235,0.000,9,12,4,8,20,277,38,11,0.000,8,10,57,1004,3,28,14
4.181,8580,26,330,1,50,234,0.000,10,14,3,11,29,297,34,13,0.000,11,10,56,1006,4,24,16
4.948,8580,26,330,1,50,233,0.000,11,14,4,11,26,274,38,13,0.000,11,10,56,1001,4,27,15
4.397,8580,26,330,1,50,232,0.000,13,15,5,13,15,308,40,15,0.000,13,10,58,997,6,30,18
4.397,8580,26,330,1,50,231,0.000,11,16,5,14,29,312,26,15,0.000,14,10,60,1006,7,18,19
4.868,8580,26,330,1,50,230,0.000,12,15,5,13,14,260,35,14,0.000,13,10,59,1009,6,23,18
4.570,8580,26,330,1,50,229,0.000,10,15,4,13,60,266,39,14,0.900,13,8,64,1007,8,26,17
4.131,8580,26,330,1,50,228,0.000,14,16,4,15,85,235,23,15,15.100,15,9,78,1007,11,16,17
1.600,8580,26,330,1,50,227,0.000,13,16,4,15,46,254,15,15,1.700,15,10,72,1015,10,10,18
4.539,8580,26,330,1,50,226,0.000,12,17,5,15,27,236,19,16,0.100,15,10,70,1014,10,12,20
2.055,8580,26,330,1,50,225,0.000,12,15,4,14,62,303,17,15,0.300,14,10,72,1015,10,12,18
3.999,8580,26,330,1,50,224,0.000,12,14,3,12,62,143,18,13,1.000,12,10,69,1020,8,12,15
2.204,8580,26,330,1,50,223,0.000,10,14,3,11,91,157,53,14,5.000,11,10,75,1015,10,37,14
1.127,8580,26,330,1,50,222,0.000,8,13,3,11,52,239,25,13,4.400,11,10,80,1011,10,18,15
1.598,8580,26,330,1,50,221,0.000,11,15,4,14,58,247,11,15,7.200,14,9,79,1012,11,8,17
0.403,8580,26,330,1,50,220,0.000,9,13,3,11,87,118,16,12,8.300,11,10,77,1020,9,11,15
4.555,8580,26,330,1,50,219,0.000,7,11,4,8,5,209,26,10,0.000,8,10,55,1018,2,18,13
4.722,8580,26,330,1,50,218,0.000,7,11,4,8,0,266,37,11,0.000,8,10,50,1014,0,26,15
3.650,8580,26,330,1,50,217,0.000,10,15,5,13,10,288,24,14,0.000,13,10,57,1013,6,15,19
3.458,8580,26,330,1,50,216,0.000,10,14,4,13,8,263,13,14,0.000,13,10,59,1017,6,9,18
4.002,8580,26,330,1,50,215,0.000,11,14,3,13,61,193,15,14,0.000,13,10,65,1024,7,10,16
4.284,8580,26,330,1,50,214,0.000,9,13,4,12,23,201,19,13,0.000,12,10,70,1026,7,12,16
3.744,8580,26,330,1,50,213,0.000,11,13,3,12,25,186,22,13,0.100,12,10,69,1027,7,15,15
3.865,8580,26,330,1,50,212,0.000,12,14,3,12,52,201,31,14,0.300,12,10,73,1022,9,22,16
4.076,8580,26,330,1,50,211,0.000,13,15,3,13,46,209,30,15,0.000,13,10,70,1015,9,20,16
2.108,8580,26,330,1,50,210,0.000,14,16,4,15,83,205,51,16,10.900,15,10,78,1006,12,34,16
0.733,8580,26,330,1,50,209,0.000,14,15,3,13,98,224,54,15,8.700,13,6,82,1003,12,36,15
0.330,8580,26,330,1,50,208,0.000,14,14,3,13,100,188,31,14,56.800,13,6,90,1017,13,22,15
1.803,8580,26,330,1,50,207,0.000,11,15,4,14,21,197,14,14,0.400,14,10,76,1025,10,10,17
3.332,8580,26,330,1,50,206,0.000,11,15,4,13,18,175,19,14,0.000,13,10,79,1025,10,13,17
3.886,8580,26,330,1,50,205,0.000,11,14,4,13,25,218,11,13,0.100,13,10,79,1026,10,8,16
3.655,8580,26,330,1,50,204,0.000,9,13,4,12,18,195,15,12,0.000,12,10,68,1027,7,10,16
4.005,8580,26,330,1,50,203,0.000,9,13,4,10,4,218,22,12,0.000,10,10,62,1026,5,15,15
4.283,8580,26,330,1,50,202,0.000,11,15,4,13,0,241,26,15,0.000,13,10,52,1018,4,18,18
3.493,8580,26,330,1,50,201,0.000,10,15,4,13,3,275,17,14,0.000,13,10,65,1016,7,12,19
2.098,8580,26,330,1,50,200,0.000,13,15,4,14,46,163,15,14,1.700,14,10,70,1020,9,11,17
1.257,8580,26,330,1,50,199,0.000,12,14,3,11,80,197,42,13,5.700,11,9,77,1020,9,30,15
1.655,8580,26,330,1,50,198,0.000,11,13,3,10,69,212,46,13,1.600,10,10,67,1018,7,32,15
1.667,8580,26,330,1,50,197,0.000,12,14,3,11,86,204,56,14,6.700,11,10,72,1018,9,41,14
2.151,8580,26,330,1,50,196,0.000,12,15,3,13,98,189,61,14,15.400,13,9,76,1017,10,41,15
2.881,8580,26,330,1,50,195,0.000,12,14,3,12,77,211,24,13,17.900,12,9,81,1017,10,16,15
3.067,8580,26,330,1,50,194,0.000,11,14,3,13,79,174,14,14,5.100,13,10,81,1016,11,9,15
1.197,8580,26,330,1,50,193,0.000,14,17,4,16,68,237,16,17,1.600,16,9,72,1017,11,11,19
1.795,8580,26,330,1,50,192,0.000,11,15,3,13,43,238,16,14,0.200,13,10,69,1025,8,10,17
3.578,8580,26,330,1,50,191,0.000,10,13,4,12,17,187,17,13,0.100,12,10,73,1029,8,12,15
1.105,8580,26,330,1,50,190,0.000,12,14,3,13,62,142,15,14,1.000,13,10,66,1030,7,10,15
3.541,8580,26,330,1,50,188,0.000,10,13,4,12,21,208,21,13,0.000,12,10,67,1026,7,14,15
3.342,8580,26,330,1,50,187,0.000,11,14,4,12,24,222,31,13,0.100,12,10,61,1022,6,21,16
3.835,8580,26,330,1,50,186,0.000,10,12,3,10,36,241,26,12,3.100,10,10,60,1019,4,18,15
3.633,8580,26,330,1,50,185,0.000,12,14,4,13,10,262,25,14,0.000,13,10,56,1019,5,16,16
2.256,8580,26,330,1,50,184,0.000,14,18,5,16,32,329,35,17,0.200,16,10,62,1016,10,21,21
3.596,8580,26,330,1,50,183,0.000,11,16,5,14,24,275,26,15,0.000,14,10,64,1021,8,15,19
3.328,8580,26,330,1,50,182,0.000,10,14,4,12,10,195,21,13,0.000,12,10,71,1025,8,13,16
2.091,8580,26,330,1,50,181,0.000,11,14,3,13,68,193,12,13,6.700,13,10,72,1028,8,8,16
2.244,8580,26,330,1,50,180,0.000,11,13,3,11,45,198,24,13,1.400,11,10,70,1027,7,17,15
2.626,8580,26,330,1,50,179,0.000,11,14,3,12,75,175,22,13,4.200,12,10,70,1027,8,16,14
3.290,8580,26,330,1,50,178,0.000,10,14,3,11,41,212,26,13,0.200,11,10,68,1022,7,18,16
3.797,8580,26,330,1,50,177,0.000,11,14,4,12,6,249,29,13,0.400,12,10,66,1018,7,20,17
2.733,8580,26,330,1,50,176,0.000,10,14,3,11,59,242,35,13,1.300,11,10,68,1015,7,24,16
3.646,8580,26,330,1,50,175,0.000,9,13,4,10,16,250,28,12,0.000,10,10,62,1011,5,19,15
2.392,8580,26,330,1,50,174,0.000,10,13,3,10,62,275,27,12,1.000,10,10,64,1009,5,19,15
2.639,8580,26,330,1,50,173,0.000,13,15,3,14,80,329,29,15,3.900,14,9,73,1012,10,20,16
3.507,8580,26,330,1,50,172,0.000,11,16,5,15,32,254,22,15,0.000,15,10,68,1022,9,15,19
3.676,8580,26,330,1,50,171,0.000,11,14,4,13,13,187,20,14,0.000,13,10,72,1030,9,13,17
2.679,8580,26,330,1,50,170,0.000,14,15,4,14,80,91,15,15,0.900,14,10,63,1037,8,10,16
1.335,8580,26,330,1,50,169,0.000,13,15,3,13,54,198,32,14,1.900,13,10,70,1031,9,22,16
3.781,8580,26,330,1,50,168,0.000,12,16,5,15,4,278,20,15,0.000,15,10,66,1024,9,13,20
3.752,8580,26,330,1,50,167,0.000,11,16,5,14,5,273,20,15,0.000,14,10,60,1023,7,13,19
3.354,8580,26,330,1,50,166,0.000,14,17,4,16,37,244,26,16,9.500,16,10,71,1016,11,17,19
2.736,8580,26,330,1,50,165,0.000,13,16,4,15,51,160,20,16,0.100,15,10,78,1021,12,13,18
0.831,8580,26,330,1,50,164,0.000,14,16,4,15,90,156,23,16,5.100,15,10,80,1025,12,16,17
3.414,8580,26,330,1,50,163,0.000,14,16,4,16,53,254,24,16,1.400,16,10,80,1023,12,17,18
1.024,8580,26,330,1,50,162,0.000,14,15,4,15,86,210,9,15,10.100,15,9,84,1028,13,6,17
3.515,8580,26,330,1,50,161,0.000,14,16,4,15,82,107,15,15,4.600,15,10,76,1032,11,10,16
3.050,8580,26,330,1,50,160,0.000,14,15,3,13,84,180,39,15,59.100,13,8,78,1028,11,25,16
1.767,8580,26,330,1,50,159,0.000,11,14,3,12,62,228,23,13,15.500,12,9,76,1023,9,15,15
3.786,8580,26,330,1,50,158,0.000,11,14,4,13,2,210,13,14,0.000,13,10,64,1024,7,10,17
3.919,8580,26,330,1,50,157,0.000,10,14,4,12,2,258,14,13,0.000,12,10,65,1028,7,10,18
2.931,8580,26,330,1,50,156,0.000,11,14,3,12,38,202,28,13,0.500,12,10,66,1031,7,21,15
3.927,8580,26,330,1,50,155,0.000,12,14,4,12,13,220,42,14,0.100,12,10,61,1023,6,29,16
4.177,4440,12,370,12,4440,243,0.000,11,17,5,15,13,230,16,16,0.000,15,10,59,1021,8,11,21
3.852,4440,12,370,12,4440,242,0.000,10,15,4,13,14,214,17,14,0.000,13,10,60,1016,6,12,17
2.426,4440,12,370,12,4440,241,0.000,10,15,4,13,25,192,16,14,0.000,13,10,67,1014,8,11,19
2.234,4440,12,370,12,4440,240,0.000,12,14,3,13,87,213,29,14,0.200,13,10,71,1017,9,22,16
3.307,4440,12,370,12,4440,239,0.000,12,15,4,13,24,267,20,14,0.000,13,10,59,1017,6,16,18
3.456,4440,12,370,12,4440,238,0.000,10,13,3,11,43,214,28,13,0.000,11,10,66,1020,7,22,15
2.571,4440,12,370,12,4440,237,0.000,10,12,3,8,100,214,64,12,32.200,8,7,81,1012,9,49,13
0.303,4440,12,370,12,4440,236,0.000,10,11,3,8,97,233,46,11,92.200,8,6,86,1007,9,35,12
1.893,4440,12,370,12,4440,235,0.000,16,21,5,20,48,328,35,21,2.900,20,9,57,1011,10,22,24
3.575,4440,12,370,12,4440,234,0.000,13,18,5,17,19,210,27,17,0.000,17,10,59,1017,9,16,21
2.598,4440,12,370,12,4440,233,0.000,14,18,4,17,35,279,13,17,0.100,17,10,52,1018,7,8,20
3.754,4440,12,370,12,4440,232,0.000,12,17,5,16,9,261,17,16,0.000,16,10,59,1020,7,11,20
3.576,4440,12,370,12,4440,231,0.000,11,15,5,14,34,216,18,14,0.000,14,10,69,1022,9,12,18
3.847,4440,12,370,12,4440,230,0.000,10,14,4,13,13,190,17,14,0.000,13,10,63,1024,6,12,17
3.793,4440,12,370,12,4440,229,0.000,10,13,4,12,13,204,25,13,0.000,12,10,55,1021,4,17,15
3.708,4440,12,370,12,4440,228,0.000,12,18,5,15,1,282,26,17,0.000,15,10,48,1021,4,18,21
3.782,4440,12,370,12,4440,227,0.000,10,16,5,14,10,273,24,15,0.000,14,10,58,1024,6,17,20
3.571,4440,12,370,12,4440,226,0.000,13,16,5,14,2,201,14,15,0.000,14,10,64,1027,8,11,18
3.679,4440,12,370,12,4440,225,0.000,10,15,5,14,0,212,15,15,0.000,14,10,58,1026,7,12,19
3.622,4440,12,370,12,4440,224,0.000,15,17,4,17,29,232,26,17,0.200,17,9,53,1024,7,19,18
3.466,4440,12,370,12,4440,223,0.000,14,19,5,18,12,331,32,18,0.000,18,10,53,1024,8,20,23
3.207,4440,12,370,12,4440,222,0.000,12,17,5,16,14,246,21,16,0.000,16,10,60,1027,8,14,20
3.036,4440,12,370,12,4440,221,0.000,13,15,4,15,51,210,15,15,0.100,15,10,65,1029,8,11,17
1.344,4440,12,370,12,4440,220,0.000,13,14,3,13,90,142,24,14,4.900,13,10,62,1031,7,18,15
3.552,4440,12,370,12,4440,219,0.000,9,14,4,12,4,241,22,13,0.000,12,10,57,1024,5,15,17
0.443,4440,12,370,12,4440,218,0.000,10,15,5,13,8,231,24,14,0.000,13,10,56,1021,5,17,19
0.943,4440,12,370,12,4440,208,0.000,12,17,5,15,9,306,24,15,0.000,15,10,58,1016,7,16,20
0.852,4440,12,370,12,4440,207,0.000,10,15,3,12,28,299,29,13,0.000,12,10,56,1014,5,21,17
1.493,4440,12,370,12,4440,206,0.000,10,11,4,8,10,282,47,11,0.000,8,10,56,1006,3,38,12
1.301,4440,12,370,12,4440,205,0.000,12,14,3,12,37,310,31,14,0.000,12,10,62,1004,6,24,15
0.595,4440,12,370,12,4440,204,0.000,11,13,3,11,83,322,28,13,0.000,11,10,63,1010,6,21,15
1.433,4440,12,370,12,4440,203,0.000,8,12,3,10,45,181,24,12,0.000,10,10,57,1016,3,17,16
0.953,4440,12,370,12,4440,202,0.000,11,13,3,10,66,222,39,12,0.700,10,10,60,1014,5,30,14
0.848,4440,12,370,12,4440,201,0.000,9,14,4,11,33,282,31,13,0.000,11,10,58,1010,4,22,16
0.989,4440,12,370,12,4440,200,0.000,9,12,3,10,58,265,21,12,0.200,10,9,59,1017,4,14,15
1.418,4440,12,370,12,4440,199,0.000,10,13,4,10,7,254,36,12,0.000,10,10,58,1013,4,27,15
1.189,4440,12,370,12,4440,198,0.000,8,12,3,9,37,283,42,12,0.000,9,10,58,999,4,32,13
1.214,4440,12,370,12,4440,197,0.000,13,15,5,14,20,309,38,15,0.000,14,10,60,998,7,28,17
1.122,4440,12,370,12,4440,196,0.000,14,17,4,16,48,327,31,16,0.200,16,10,66,1005,10,20,20
1.142,4440,12,370,12,4440,194,0.000,10,15,4,12,22,300,23,14,0.000,12,10,64,1017,7,15,18
1.039,4440,12,370,12,4440,193,0.000,10,14,4,12,25,186,19,13,0.100,12,10,74,1022,8,13,16
0.994,4440,12,370,12,4440,192,0.000,11,15,3,13,83,150,22,14,13.200,13,9,71,1024,9,14,16
0.255,4440,12,370,12,4440,191,0.000,8,13,3,10,91,213,48,13,22.700,10,8,80,1016,10,35,14
0.120,4440,12,370,12,4440,190,0.000,9,12,3,11,78,275,14,12,1.000,11,9,81,1017,9,10,13
1.014,4440,12,370,12,4440,189,0.000,9,13,4,11,32,238,15,12,0.000,11,10,75,1024,8,10,15
1.100,4440,12,370,12,4440,188,0.000,9,13,3,12,22,222,12,12,0.000,12,10,69,1024,7,9,15
1.167,4440,12,370,12,4440,187,0.000,9,12,3,11,43,234,15,12,0.000,11,10,66,1022,6,11,14
1.265,4440,12,370,12,4440,186,0.000,9,13,4,10,16,231,24,12,0.000,10,10,59,1021,4,17,15
1.350,4440,12,370,12,4440,185,0.000,9,12,4,10,3,272,20,12,0.000,10,10,59,1021,4,14,15
1.213,4440,12,370,12,4440,184,0.000,12,16,5,14,11,273,20,15,0.000,14,10,64,1018,8,12,18
0.934,4440,12,370,12,4440,183,0.000,11,16,4,15,57,332,17,16,2.300,15,10,78,1019,12,11,19
0.502,4440,12,370,12,4440,182,0.000,12,15,4,14,32,205,16,15,0.100,14,10,80,1025,11,11,17
0.592,4440,12,370,12,4440,181,0.000,14,16,4,16,45,209,9,16,3.100,16,10,76,1030,11,6,18
0.444,4440,12,370,12,4440,180,0.000,7,15,4,14,83,123,13,15,3.400,14,10,72,1033,11,9,17
0.364,4440,12,370,12,4440,179,0.000,13,14,3,13,63,191,26,14,0.700,13,10,71,1032,9,18,15
1.297,4440,12,370,12,4440,178,0.000,9,13,4,11,7,220,21,13,0.000,11,10,59,1025,5,14,16
1.297,4440,12,370,12,4440,177,0.000,11,14,4,12,14,281,25,13,0.000,12,10,61,1019,6,17,16
1.280,4440,12,370,12,4440,176,0.000,14,16,5,15,9,309,27,15,0.000,15,10,62,1015,8,18,18
0.472,4440,12,370,12,4440,175,0.000,15,17,4,16,78,349,33,16,1.500,16,9,68,1015,10,22,18
0.647,4440,12,370,12,4440,174,0.000,13,16,4,15,35,289,20,15,0.200,15,10,72,1026,10,13,18
0.583,4440,12,370,12,4440,173,0.000,13,16,5,15,34,115,10,15,0.200,15,10,64,1029,8,7,17
0.586,4440,12,370,12,4440,172,0.000,12,15,4,13,73,183,27,15,1.400,13,10,71,1026,10,20,16
0.377,4440,12,370,12,4440,171,0.000,13,16,4,15,92,184,47,15,1.300,15,10,67,1022,9,35,16
